AAPL (Apple Inc.),202.63,-9.82
Aug 25 2019 @ 10:55 ET,Bid,201.6,Ask,201.84,Size,2x1,Vol,46882843
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
09/13/2019,AAPL190913C00247500,0.02,0,0,0.03,2,0.3122,0.0033,0.0007,13,247.500,AAPL190913P00247500,0,0,42.7,47,0,0,-0.9995,0,0
09/13/2019,AAPL190913C00250000,0.05,0,0,0.07,0,0.3566,0.0064,0.0011,6,250.000,AAPL190913P00250000,0,0,45.2,49.5,0,0,-0.9548,0.0039,0
09/20/2019,AAPL190920C00095000,108.04,0,105.7,109.95,0,1.0599,0.9973,0.0001,0,95.000,AAPL190920P00095000,0.01,0,0,0.13,0,1.0864,-0.0033,0.0002,1886
09/20/2019,AAPL190920C00100000,102.67,0,100.65,104.95,0,0.9036,0.9987,0.0001,1,100.000,AAPL190920P00100000,0.01,0,0,0.13,0,1.02,-0.0036,0.0002,1309
09/20/2019,AAPL190920C00105000,106.8,0,95.65,99.95,0,0.7973,0.9992,0.0001,27,105.000,AAPL190920P00105000,0.01,0,0,0.06,0,0.88,-0.002,0.0001,620
09/20/2019,AAPL190920C00110000,92.35,0,90.7,95,0,0.8731,0.9965,0.0002,2,110.000,AAPL190920P00110000,0.01,0,0,0.01,0,0.6964,-0.0004,0,1257
09/20/2019,AAPL190920C00115000,96.6,0,85.7,90,0,0.7973,0.9968,0.0002,21,115.000,AAPL190920P00115000,0.01,0.005,0,0.04,290,0.7356,-0.0017,0.0001,4499
09/20/2019,AAPL190920C00120000,83.32,0,80.75,85,0,0.7726,0.9954,0.0003,51,120.000,AAPL190920P00120000,0.03,0.025,0,0.03,420,0.655,-0.0012,0.0001,9518
09/20/2019,AAPL190920C00125000,77.3,0,75.75,80.05,0,0.7377,0.994,0.0004,2,125.000,AAPL190920P00125000,0.05,0.025,0.04,1.5,161,1.0345,-0.0313,0.0012,2778
09/20/2019,AAPL190920C00130000,74.45,-8.55,70.8,75.05,98,0.6974,0.9927,0.0005,51,130.000,AAPL190920P00130000,0.07,0.055,0.07,0.18,98,0.7203,-0.0089,0.0006,1630
09/20/2019,AAPL190920C00135000,67.92,0,65.8,70.1,0,0.6589,0.991,0.0007,3,135.000,AAPL190920P00135000,0.11,0.085,0.06,0.13,72,0.6427,-0.0078,0.0006,2570
09/20/2019,AAPL190920C00140000,62.75,-10.3,60.85,65.15,4,0.6326,0.9876,0.0009,334,140.000,AAPL190920P00140000,0.15,0.12,0.06,0.21,187,0.619,-0.011,0.0009,7740
09/20/2019,AAPL190920C00145000,56.15,0,56,60.2,0,0.6209,0.981,0.0014,13,145.000,AAPL190920P00145000,0.18,0.13,0.19,0.2,193,0.5978,-0.0158,0.0012,2579
09/20/2019,AAPL190920C00150000,53.5,-9.625,51,55.3,2,0.581,0.9768,0.0017,164,150.000,AAPL190920P00150000,0.26,0.175,0.25,0.29,2452,0.5737,-0.022,0.0017,8129
09/20/2019,AAPL190920C00155000,49.9,-8.275,46.15,50.4,50,0.559,0.9677,0.0023,64,155.000,AAPL190920P00155000,0.38,0.28,0.18,0.54,436,0.5452,-0.0293,0.0022,3093
09/20/2019,AAPL190920C00160000,53.5,0,41.35,45.4,0,0.5235,0.9591,0.003,351,160.000,AAPL190920P00160000,0.5,0.355,0.32,0.66,716,0.5201,-0.04,0.003,14208
09/20/2019,AAPL190920C00165000,38.86,-9.415,36.55,40.5,9,0.4925,0.9465,0.004,453,165.000,AAPL190920P00165000,0.63,0.435,0.46,0.77,2367,0.4872,-0.0518,0.0039,6988
09/20/2019,AAPL190920C00170000,35.05,-8.3,32.05,35.65,29,0.4785,0.923,0.0055,1014,170.000,AAPL190920P00170000,0.84,0.59,0.69,0.87,922,0.4544,-0.0675,0.0052,7595
09/20/2019,AAPL190920C00175000,29,-9.475,27.3,30.9,10,0.444,0.9009,0.0071,772,175.000,AAPL190920P00175000,1.04,0.705,0.93,1.15,811,0.4259,-0.0907,0.007,10201
09/20/2019,AAPL190920C00180000,24.25,-9.3,23.05,25.55,117,0.3981,0.8773,0.0093,1459,180.000,AAPL190920P00180000,1.47,1.01,1.38,1.52,9126,0.4027,-0.1252,0.0093,18872
09/20/2019,AAPL190920C00182500,22.55,-8.6,21.95,23.55,5,0.4387,0.8287,0.0105,5,182.500,AAPL190920P00182500,1.82,1.275,1.48,3.55,127,0.4506,-0.1769,0.0105,65
09/20/2019,AAPL190920C00185000,19.82,-8.93,19.85,21.1,114,0.4172,0.8084,0.0119,4852,185.000,AAPL190920P00185000,2.16,1.515,1.86,2.2,1274,0.3803,-0.172,0.0122,15727
09/20/2019,AAPL190920C00187500,17.8,-8.6,17.7,18.95,32,0.4015,0.782,0.0133,1,187.500,AAPL190920P00187500,2.53,1.77,2.35,2.58,411,0.3732,-0.2033,0.0137,171
09/20/2019,AAPL190920C00190000,15.7,-8.35,15.7,16.15,196,0.3681,0.7605,0.0153,3431,190.000,AAPL190920P00190000,3.05,2.13,2.55,2.99,7158,0.3539,-0.232,0.0156,16855
09/20/2019,AAPL190920C00192500,14,-7.775,13.75,14.65,61,0.3701,0.7173,0.0166,44,192.500,AAPL190920P00192500,3.55,2.44,3.05,4.1,7506,0.3591,-0.2778,0.0169,372
09/20/2019,AAPL190920C00195000,12.05,-7.45,11.6,12.4,554,0.342,0.6827,0.0189,9686,195.000,AAPL190920P00195000,4.15,2.79,3.7,4.25,5643,0.3367,-0.3152,0.0191,27463
09/20/2019,AAPL190920C00197500,10.15,-7.175,9.6,10.85,544,0.3314,0.6354,0.0206,25,197.500,AAPL190920P00197500,5,3.34,4.5,5.55,17029,0.3422,-0.3676,0.02,2179
09/20/2019,AAPL190920C00200000,8.8,-6.4,8.6,9,2167,0.3317,0.5818,0.0214,22090,200.000,AAPL190920P00200000,5.91,3.86,5.35,6.05,8887,0.3237,-0.417,0.0219,35005
09/20/2019,AAPL190920C00202500,7.4,-5.8,7.1,7.75,1112,0.3281,0.5274,0.022,33,202.500,AAPL190920P00202500,7,4.47,6.5,7.05,4743,0.318,-0.4729,0.0227,1073
09/20/2019,AAPL190920C00205000,5.99,-5.31,5.9,6.35,9071,0.3217,0.4713,0.0224,12225,205.000,AAPL190920P00205000,8.22,5.095,7.75,8.25,6232,0.3128,-0.5304,0.0231,15516
09/20/2019,AAPL190920C00207500,4.7,-4.8,4.65,5.15,1072,0.3123,0.4132,0.0226,311,207.500,AAPL190920P00207500,9.6,5.75,8.95,9.55,823,0.302,-0.5908,0.0233,675
09/20/2019,AAPL190920C00210000,3.79,-4.06,3.65,3.95,11867,0.3017,0.3535,0.0224,28312,210.000,AAPL190920P00210000,11.1,6.4,10.45,11.05,2674,0.2958,-0.6499,0.0227,18699
09/20/2019,AAPL190920C00212500,2.96,-3.44,2.8,3.3,3069,0.3014,0.3013,0.021,1839,212.500,AAPL190920P00212500,12.15,6.45,12.15,12.7,1499,0.2909,-0.7062,0.0215,3321
09/20/2019,AAPL190920C00215000,2.28,-2.77,2.16,2.39,7169,0.2921,0.247,0.0196,20654,215.000,AAPL190920P00215000,14.55,7.675,13.95,14.5,1574,0.2852,-0.7597,0.0198,14764
09/20/2019,AAPL190920C00217500,1.64,-2.26,1.57,1.86,1429,0.2892,0.2,0.0176,1286,217.500,AAPL190920P00217500,15.4,7.175,15.75,18.15,33,0.3298,-0.7666,0.0168,255
09/20/2019,AAPL190920C00220000,1.22,-1.7,1.18,1.25,4244,0.2806,0.1555,0.0154,26482,220.000,AAPL190920P00220000,17.45,7.7,17.8,18.5,277,0.2686,-0.8574,0.0152,3765
09/20/2019,AAPL190920C00222500,0.89,-1.235,0.66,0.9,1751,0.2695,0.1115,0.0128,2894,222.500,AAPL190920P00222500,19.65,8.2,20,20.65,66,0.2627,-0.8948,0.0126,52
09/20/2019,AAPL190920C00225000,0.64,-0.87,0.59,0.68,1725,0.2776,0.092,0.0108,21865,225.000,AAPL190920P00225000,23.15,9.8,22.25,22.95,51,0.2582,-0.9242,0.01,1323
09/20/2019,AAPL190920C00227500,0.42,-0.625,0.39,0.53,250,0.2773,0.0698,0.0088,1515,227.500,AAPL190920P00227500,23.8,8.375,22.95,27.25,11,0.2803,-0.9279,0.0089,166
09/20/2019,AAPL190920C00230000,0.29,-0.42,0.29,0.4,2039,0.2799,0.0541,0.0071,27116,230.000,AAPL190920P00230000,25.98,8.33,27,27.7,59,0.05,-1,0,938
09/20/2019,AAPL190920C00235000,0.16,-0.165,0.15,0.17,1118,0.2768,0.028,0.0042,5766,235.000,AAPL190920P00235000,33,10.7,30.25,34.5,18,0.3076,-0.9565,0.0054,241
09/20/2019,AAPL190920C00240000,0.1,-0.055,0.07,0.31,773,0.3183,0.0291,0.0038,4264,240.000,AAPL190920P00240000,34,6.8,35.7,39.5,5,0.3899,-0.9368,0.0058,122
09/20/2019,AAPL190920C00245000,0.05,-0.045,0.04,0.14,606,0.3135,0.0151,0.0022,2048,245.000,AAPL190920P00245000,35.4,3.225,40.2,44.5,4,0.05,-1,0,1
09/20/2019,AAPL190920C00250000,0.03,-0.01,0.03,0.05,46,0.3084,0.0073,0.0012,2712,250.000,AAPL190920P00250000,37.65,0,45.2,49.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00255000,0.02,0,0,0.06,3,0.3214,0.0051,0.0008,740,255.000,AAPL190920P00255000,54.15,0,50.2,54.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00260000,0.02,0.005,0.01,0.03,1,0.3325,0.0035,0.0006,1898,260.000,AAPL190920P00260000,64.05,0,55.25,59.5,0,0.4951,-0.9619,0.003,0
09/20/2019,AAPL190920C00265000,0.01,0,0,0.26,0,0.4418,0.0154,0.0016,326,265.000,AAPL190920P00265000,60.05,0,60.2,64.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00270000,0.01,0.005,0,0.01,2,0.3358,0.001,0.0002,2104,270.000,AAPL190920P00270000,57.3,0,65.2,69.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00275000,0.01,0,0,0.01,0,0.3558,0.001,0.0002,2964,275.000,AAPL190920P00275000,73.6,0,70.2,74.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00280000,0.01,0,0,0.01,0,0.3559,0.0005,0.0001,807,280.000,AAPL190920P00280000,76.25,9.075,75.2,79.5,2,0.05,-1,0,0
09/20/2019,AAPL190920C00285000,0.02,0,0,0.2,0,0.5246,0.0105,0.001,25,285.000,AAPL190920P00285000,0,0,80.2,84.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00290000,0.02,0,0,0.02,0,0.4279,0.0013,0.0002,282,290.000,AAPL190920P00290000,0,0,85.2,89.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00295000,0,0,0,0.06,0,0.4996,0.0036,0.0004,3,295.000,AAPL190920P00295000,0,0,90.2,94.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00300000,0.01,0,0,0.13,0,0.5636,0.0067,0.0006,29,300.000,AAPL190920P00300000,0,0,95.2,99.5,0,0.05,-1,0,0
09/20/2019,AAPL190920C00305000,0,0,0,0.03,0,0.5063,0.0019,0.0002,0,305.000,AAPL190920P00305000,96.6,0,100.2,104.5,0,0.05,-1,0,0
09/27/2019,AAPL190927C00140000,0,0,61,65.3,1,0.8144,0.9447,0.0022,0,140.000,AAPL190927P00140000,0.19,0.12,0.1,0.42,3,0.6046,-0.018,0.0012,328
09/27/2019,AAPL190927C00145000,0,0,56.05,60.35,0,0.7389,0.943,0.0024,0,145.000,AAPL190927P00145000,0.25,0.165,0,2.41,1,0.7442,-0.0562,0.0025,0
09/27/2019,AAPL190927C00150000,61.4,-1.825,51.15,55.45,8,0.6748,0.9392,0.0028,14,150.000,AAPL190927P00150000,0.33,0.205,0,0.52,16,0.5054,-0.0213,0.0016,340
09/27/2019,AAPL190927C00155000,52.53,0,46.3,50.6,0,0.6207,0.9326,0.0033,10,155.000,AAPL190927P00155000,0.43,0.265,0,2.6,19,0.6347,-0.0693,0.0034,64
09/27/2019,AAPL190927C00160000,53.17,0,41.45,45.75,0,0.569,0.9243,0.004,10,160.000,AAPL190927P00160000,0.59,0.375,0.39,2.74,9,0.6041,-0.0847,0.0042,390
09/27/2019,AAPL190927C00165000,38.45,0,36.65,40.95,0,0.5241,0.912,0.0048,16,165.000,AAPL190927P00165000,0.73,0.44,0,2.9,20,0.5321,-0.089,0.0049,43
09/27/2019,AAPL190927C00167500,36.04,0,34.25,38.55,0,0.5015,0.9049,0.0054,1,167.500,AAPL190927P00167500,0.85,0.525,0,3.05,10,0.5097,-0.0963,0.0054,10
09/27/2019,AAPL190927C00170000,43.45,0,31.9,36.2,0,0.4834,0.8951,0.006,3,170.000,AAPL190927P00170000,1.09,0.72,0.75,3.2,24,0.5188,-0.1172,0.0061,206
09/27/2019,AAPL190927C00172500,0,0,29.55,33.85,0,0.4645,0.8845,0.0067,0,172.500,AAPL190927P00172500,1.29,0.865,0.86,3.35,5,0.4979,-0.1279,0.0068,54
09/27/2019,AAPL190927C00175000,28.15,0,27.25,31.55,10,0.4486,0.871,0.0075,0,175.000,AAPL190927P00175000,1.28,0.79,1.03,1.43,42,0.3949,-0.1007,0.0072,305
09/27/2019,AAPL190927C00177500,27.9,0,25.5,29.3,0,0.4522,0.8465,0.0084,11,177.500,AAPL190927P00177500,1.48,0.915,1.25,3.75,6,0.4626,-0.1564,0.0084,39
09/27/2019,AAPL190927C00180000,25.27,-8.58,24.5,27.05,6,0.4743,0.8118,0.0091,9,180.000,AAPL190927P00180000,1.9,1.25,0.06,4,167,0.3984,-0.1502,0.0095,129
09/27/2019,AAPL190927C00182500,32.06,0,21,24.85,1,0.4185,0.8098,0.0104,12,182.500,AAPL190927P00182500,2.1,1.335,1.04,4.3,18,0.4078,-0.183,0.0105,80
09/27/2019,AAPL190927C00185000,27,-2.1,19.05,22.75,2,0.4109,0.7833,0.0115,9,185.000,AAPL190927P00185000,2.61,1.715,0.82,3.7,73,0.35,-0.1823,0.0122,3290
09/27/2019,AAPL190927C00187500,19.8,0,17,20.7,0,0.3989,0.756,0.0126,10,187.500,AAPL190927P00187500,3.01,1.965,2.64,5,108,0.4022,-0.2436,0.0126,235
09/27/2019,AAPL190927C00190000,17.1,-7.35,14.9,18.7,4,0.384,0.7269,0.0139,42,190.000,AAPL190927P00190000,3.56,2.315,2.56,5.5,363,0.3757,-0.2676,0.0142,778
09/27/2019,AAPL190927C00192500,15.45,-6.75,12.6,16.8,1,0.3638,0.6962,0.0155,31,192.500,AAPL190927P00192500,3.77,2.29,2.4,6.2,55,0.3503,-0.2964,0.0159,381
09/27/2019,AAPL190927C00195000,12.8,-7.2,10.65,15,14,0.3511,0.6585,0.0168,27,195.000,AAPL190927P00195000,4.45,2.685,2.79,5,83,0.2923,-0.3169,0.0197,896
09/27/2019,AAPL190927C00197500,10.95,-6.9,8.95,13.3,15,0.3421,0.6159,0.018,23,197.500,AAPL190927P00197500,5.1,2.97,3.85,7.65,79,0.3313,-0.3798,0.0186,733
09/27/2019,AAPL190927C00200000,9.5,-6.3,9,11.7,89,0.367,0.5675,0.0173,147,200.000,AAPL190927P00200000,6.54,3.97,5.85,8.6,312,0.3464,-0.4292,0.0183,1069
09/27/2019,AAPL190927C00202500,8.05,-5.8,6.6,10.15,84,0.3377,0.522,0.019,211,202.500,AAPL190927P00202500,7.73,4.63,5.8,9.65,160,0.3165,-0.4772,0.0203,495
09/27/2019,AAPL190927C00205000,6.6,-5.4,5.6,8.9,315,0.3384,0.4748,0.019,384,205.000,AAPL190927P00205000,8.96,5.21,7,10.8,166,0.3093,-0.5293,0.0208,476
09/27/2019,AAPL190927C00207500,5.4,-4.85,3.45,7.7,108,0.3116,0.4191,0.0202,385,207.500,AAPL190927P00207500,10.15,5.65,7.85,12.15,59,0.2935,-0.5861,0.0214,284
09/27/2019,AAPL190927C00210000,4.39,-4.235,4,6,562,0.3254,0.3776,0.0189,520,210.000,AAPL190927P00210000,11.55,6.175,9.7,13.6,207,0.295,-0.6363,0.0205,1052
09/27/2019,AAPL190927C00212500,3.75,-3.375,1.51,4.8,358,0.2778,0.3015,0.0203,884,212.500,AAPL190927P00212500,12.28,5.855,10.9,15.2,47,0.2798,-0.6951,0.0202,251
09/27/2019,AAPL190927C00215000,2.81,-2.99,2.55,4.95,269,0.3367,0.2992,0.0167,572,215.000,AAPL190927P00215000,13.95,6.375,14.35,15.4,60,0.2777,-0.7429,0.0187,208
09/27/2019,AAPL190927C00217500,2.05,-2.6,0,3,293,0.2485,0.1848,0.0173,1466,217.500,AAPL190927P00217500,17.09,8.19,16.25,16.9,2,0.2622,-0.7993,0.0172,44
09/27/2019,AAPL190927C00220000,1.67,-1.93,1.41,3.35,352,0.3247,0.2172,0.0146,844,220.000,AAPL190927P00220000,19.15,8.75,17,20.7,9,0.2737,-0.8255,0.0151,3
09/27/2019,AAPL190927C00222500,1.16,-1.595,1,3.35,43,0.3384,0.1962,0.0132,484,222.500,AAPL190927P00222500,11.66,0,19.1,22.9,0,0.2737,-0.8579,0.0132,14
09/27/2019,AAPL190927C00225000,0.88,-1.18,0.75,1.19,385,0.28,0.1183,0.0114,1069,225.000,AAPL190927P00225000,19.42,0,21.15,25.1,0,0.2654,-0.8931,0.0111,33
09/27/2019,AAPL190927C00227500,0.65,-0.86,0.15,0.9,85,0.2576,0.0758,0.009,204,227.500,AAPL190927P00227500,24.95,9.1,23.1,27.4,2,0.2458,-0.9321,0.0084,0
09/27/2019,AAPL190927C00230000,0.5,-0.595,0.46,1.2,112,0.3078,0.0964,0.009,302,230.000,AAPL190927P00230000,26.9,9,25.8,29.6,2,0.2574,-0.9404,0.0073,16
09/27/2019,AAPL190927C00232500,0.37,-0.41,0.1,0.65,16,0.2731,0.0539,0.0065,55,232.500,AAPL190927P00232500,19.2,0,27.85,32.15,0,0.2398,-0.9654,0.0049,15
09/27/2019,AAPL190927C00235000,0.25,-0.315,0.25,0.85,38,0.3141,0.067,0.0067,251,235.000,AAPL190927P00235000,28.82,0,30.3,34.55,0,0.2373,-0.9759,0.0036,28
09/27/2019,AAPL190927C00237500,0.21,-0.2,0.18,2.33,40,0.4035,0.1096,0.0075,28,237.500,AAPL190927P00237500,35.5,0,32.75,37.1,0,0.2524,-0.9766,0.0033,11
09/27/2019,AAPL190927C00240000,0.22,-0.065,0.1,0.24,86,0.281,0.0267,0.0036,196,240.000,AAPL190927P00240000,0,0,35.2,39.5,0,0.05,-0.9981,0,0
09/27/2019,AAPL190927C00242500,0,0,0,1.56,0,0.3928,0.0751,0.0058,0,242.500,AAPL190927P00242500,0,0,37.7,42,0,0.05,-0.9981,0,0
09/27/2019,AAPL190927C00245000,0.09,-0.075,0.05,0.09,24,0.2726,0.0125,0.0019,52,245.000,AAPL190927P00245000,0,0,40.2,44.5,0,0.05,-0.9981,0,0
09/27/2019,AAPL190927C00247500,0.08,-0.035,0,2.2,2,0.4612,0.0883,0.0056,0,247.500,AAPL190927P00247500,0,0,42.7,47,0,0.05,-0.9981,0,0
09/27/2019,AAPL190927C00250000,0.07,-0.02,0,0.13,1,0.293,0.0106,0.0015,62,250.000,AAPL190927P00250000,0,0,45.2,49.5,0,0.05,-0.9981,0,0
10/04/2019,AAPL191004C00150000,0,0,51.55,55.6,0,0.6456,0.9308,0.003,0,150.000,AAPL191004P00150000,0.35,0.2,0.23,0.7,8,0.5092,-0.0323,0.0021,0
10/04/2019,AAPL191004C00155000,0,0,46.45,50.75,0,0.582,0.9273,0.0034,0,155.000,AAPL191004P00155000,0,0,0,2.69,0,0.5831,-0.0708,0.0034,0
10/04/2019,AAPL191004C00160000,0,0,41.65,45.9,0,0.5363,0.9177,0.0041,0,160.000,AAPL191004P00160000,0.7,0.45,0.28,2.84,7,0.5496,-0.0845,0.0041,0
10/04/2019,AAPL191004C00165000,0,0,36.85,41.15,0,0.4956,0.9045,0.005,0,165.000,AAPL191004P00165000,0.93,0.555,0.2,1.03,15,0.3933,-0.052,0.004,0
10/04/2019,AAPL191004C00170000,0,0,32.35,36.35,0,0.4642,0.8841,0.0061,0,170.000,AAPL191004P00170000,1.21,0.735,0,3.4,208,0.4513,-0.1079,0.006,10
10/04/2019,AAPL191004C00175000,0,0,27.6,31.9,0,0.4328,0.8587,0.0075,0,175.000,AAPL191004P00175000,1.56,0.895,0.8,3.8,34,0.4379,-0.1415,0.0075,0
10/04/2019,AAPL191004C00177500,0,0,25.55,29.65,0,0.4246,0.8398,0.0084,0,177.500,AAPL191004P00177500,1.74,0.98,1.05,4.05,8,0.4244,-0.1578,0.0084,0
10/04/2019,AAPL191004C00180000,26.4,-7.55,23.3,27.05,2,0.3985,0.8279,0.0093,0,180.000,AAPL191004P00180000,2.12,1.245,1.5,4.35,49,0.4162,-0.1787,0.0092,7
10/04/2019,AAPL191004C00182500,0,0,21.2,25.3,0,0.399,0.8003,0.0102,0,182.500,AAPL191004P00182500,2.51,1.5,0.42,4.65,19,0.3638,-0.1786,0.0106,0
10/04/2019,AAPL191004C00185000,27.7,-1.775,19.05,22.15,2,0.3593,0.791,0.0117,0,185.000,AAPL191004P00185000,2.77,1.61,1.43,5.1,50,0.3718,-0.2135,0.0115,6
10/04/2019,AAPL191004C00187500,0,0,17,19.85,2,0.3433,0.7662,0.0131,0,187.500,AAPL191004P00187500,3.13,1.76,1.31,5.1,77,0.337,-0.2281,0.0132,1
10/04/2019,AAPL191004C00190000,16.85,-7.975,16.25,19.25,41,0.3915,0.7093,0.0128,26,190.000,AAPL191004P00190000,4.01,2.415,3,4.5,671,0.3296,-0.2612,0.0145,10
10/04/2019,AAPL191004C00192500,15.45,-7.175,14.4,17.35,100,0.3805,0.6778,0.0138,0,192.500,AAPL191004P00192500,4.38,2.535,2.51,6.7,83,0.332,-0.3021,0.0154,1
10/04/2019,AAPL191004C00195000,0,0,11.65,15.5,0,0.3499,0.6487,0.0155,0,195.000,AAPL191004P00195000,5.23,3.02,4.7,7.35,434,0.3524,-0.3497,0.0154,11
10/04/2019,AAPL191004C00197500,11.63,-6.72,11.4,13.9,150,0.3704,0.6045,0.0153,0,197.500,AAPL191004P00197500,5.75,3.13,4,8.25,7,0.3163,-0.3832,0.0177,6
10/04/2019,AAPL191004C00200000,9.9,-6.5,10,12.35,57,0.3653,0.5654,0.0158,8,200.000,AAPL191004P00200000,6.7,3.6,6.1,9.2,38,0.3315,-0.4303,0.0174,11
10/04/2019,AAPL191004C00202500,8.55,-5.9,7,10.9,78,0.3289,0.5231,0.0178,0,202.500,AAPL191004P00202500,7.69,4.04,6.5,10.25,70,0.3124,-0.4756,0.0187,7
10/04/2019,AAPL191004C00205000,7.35,-5.25,7,8.2,130,0.3212,0.4773,0.0182,2,205.000,AAPL191004P00205000,9.44,5.09,7.15,11.35,89,0.2947,-0.526,0.0198,5
10/04/2019,AAPL191004C00207500,6.15,-4.775,4.6,8.4,54,0.3187,0.4319,0.0181,4,207.500,AAPL191004P00207500,10.15,5.05,8.75,12.7,27,0.2948,-0.5744,0.0195,8
10/04/2019,AAPL191004C00210000,5.2,-4.1,4.9,6.45,121,0.3224,0.3902,0.0175,22,210.000,AAPL191004P00210000,12.11,6.11,10.15,14.1,36,0.2874,-0.6251,0.0194,66
10/04/2019,AAPL191004C00212500,4.25,-3.6,2.8,6.35,369,0.3113,0.3425,0.0174,5,212.500,AAPL191004P00212500,12,4.975,11.85,15.4,6,0.279,-0.6763,0.0189,8
10/04/2019,AAPL191004C00215000,3.25,-3.25,1.24,3.45,94,0.2446,0.2471,0.019,6,215.000,AAPL191004P00215000,8.75,0.525,13.55,17.3,72,0.2779,-0.7206,0.0177,13
10/04/2019,AAPL191004C00217500,2.69,-2.635,0.53,4.8,66,0.2851,0.2435,0.0162,10,217.500,AAPL191004P00217500,14,4.45,15.3,19.2,4,0.2731,-0.7649,0.0165,0
10/04/2019,AAPL191004C00220000,2.05,-2.225,1.75,4.25,81,0.3259,0.2419,0.0141,10,220.000,AAPL191004P00220000,11.05,0,17.05,21.15,0,0.2638,-0.8103,0.015,10
10/04/2019,AAPL191004C00222500,1.61,-1.74,0.05,3.75,195,0.2933,0.183,0.0133,2,222.500,AAPL191004P00222500,0,0,19.55,23.2,0,0.2732,-0.8335,0.0133,0
10/04/2019,AAPL191004C00225000,1.28,-1.345,0,3.4,242,0.3032,0.1632,0.012,8,225.000,AAPL191004P00225000,16.8,2.45,22.15,24.8,1,0.2683,-0.8665,0.0117,0
10/04/2019,AAPL191004C00227500,0.95,-1.055,0.85,3.1,8,0.3402,0.1686,0.0109,323,227.500,AAPL191004P00227500,0,0,23.25,27.4,0,0.2331,-0.9233,0.0089,0
10/04/2019,AAPL191004C00230000,0.71,-0.8,0.66,0.98,43,0.2795,0.0956,0.0089,20,230.000,AAPL191004P00230000,0,0,25.55,29.7,0,0.2256,-0.9471,0.0068,0
10/04/2019,AAPL191004C00232500,0.58,-0.54,0,0.76,5,0.2499,0.0547,0.0065,0,232.500,AAPL191004P00232500,0,0,27.9,32.05,0,0.2158,-0.9667,0.0048,0
10/04/2019,AAPL191004C00235000,0.39,-0.415,0.35,0.53,213,0.2728,0.0575,0.0062,2,235.000,AAPL191004P00235000,0,0,30.35,34.6,0,0.2307,-0.9676,0.0044,0
10/04/2019,AAPL191004C00237500,0.28,-0.32,0.2,2.44,52,0.3725,0.113,0.0076,5,237.500,AAPL191004P00237500,0,0,32.75,36.9,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00240000,0.27,-0.15,0,0.5,2,0.2724,0.0352,0.0042,0,240.000,AAPL191004P00240000,0,0,35.25,39.35,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00242500,0.18,-0.185,0.15,2.29,3,0.3985,0.1004,0.0065,0,242.500,AAPL191004P00242500,0,0,37.7,42,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00245000,0.15,-0.105,0,2.25,3,0.4065,0.0923,0.006,10,245.000,AAPL191004P00245000,0,0,40.2,44.5,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00247500,0.13,-0.09,0,0.38,1,0.2985,0.0256,0.0029,0,247.500,AAPL191004P00247500,0,0,42.7,46.85,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00250000,0,0,0,2.2,0,0.4355,0.0858,0.0053,0,250.000,AAPL191004P00250000,0,0,45.2,49.35,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00255000,0,0,0,0.32,0,0.3266,0.0204,0.0022,0,255.000,AAPL191004P00255000,0,0,50.2,54.5,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00260000,0.05,-0.04,0,0.27,1,0.3416,0.017,0.0018,0,260.000,AAPL191004P00260000,0,0,55.2,59.35,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00265000,0,0,0,0.27,0,0.3633,0.016,0.0016,0,265.000,AAPL191004P00265000,0,0,60.2,64.5,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00270000,0,0,0,0.26,0,0.3828,0.0149,0.0014,0,270.000,AAPL191004P00270000,0,0,65.2,69.35,0,0.05,-0.9977,0,0
10/04/2019,AAPL191004C00275000,0,0,0,0.16,0,0.3789,0.0096,0.001,0,275.000,AAPL191004P00275000,0,0,70.2,74.35,0,0.05,-0.9977,0,0
10/18/2019,AAPL191018C00070000,135.8,0,130.7,135,0,0.8777,0.9995,0,6,70.000,AAPL191018P00070000,0.03,0,0,1,0,1.363,-0.0113,0.0003,847
10/18/2019,AAPL191018C00075000,130.96,0,125.7,130,0,0.02,1,0.0003,1,75.000,AAPL191018P00075000,0,0,0,1,0,1.2801,-0.0121,0.0003,606
